iter	RMSE
231	0.05330213629
232	0.05319012081
233	0.05309489169
234	0.05300400877
235	0.05289283368
236	0.05279969462
237	0.05267888235
238	0.05257134544
239	0.05248190116
240	0.05241525685
241	0.0523143304
242	0.05222363173
243	0.05211048606
244	0.0520189541
245	0.05191644321
246	0.05183006409
247	0.05174452166
248	0.0516542094
249	0.05156519543
250	0.05149867621
251	0.05141701155
252	0.05133653889
253	0.05123181291
254	0.05114028304
255	0.05106911735
256	0.05097260198
257	0.05089817944
258	0.05080483908
259	0.05073399279
260	0.05064150058
261	0.05058044061
262	0.0504908648
263	0.0504200151
264	0.05032194825
265	0.05024811637
266	0.05017063647
267	0.05007772897
268	0.04998902903
269	0.04989011623
270	0.0498186242
271	0.04974176222
272	0.04965585276
273	0.04958247745
274	0.04950361748
275	0.04940465715
276	0.04932596511
277	0.04926039037
278	0.04917074905
279	0.04909666951
280	0.04902004283
281	0.04892236801
282	0.04886094824
283	0.04877875649
284	0.04870923222
285	0.04864247032
286	0.04856993472
287	0.04848943405
288	0.04844169053
289	0.04834160425
290	0.04827400677
291	0.04820297413
292	0.04815302843
293	0.04806910761
294	0.04798707316
295	0.04790035885
296	0.04781465057
297	0.04772961509
298	0.04765936628
299	0.0475935356
300	0.04751924807
301	0.04743781989
302	0.0473797265
303	0.04730229214
304	0.04722716287
305	0.04717356867
306	0.04711158834
307	0.04706519627
308	0.04700322958
309	0.04695223554
310	0.04687968475
311	0.04681546575
312	0.04675198837
313	0.04668118023
314	0.04660409808
315	0.04655108172
316	0.04647777088
317	0.0464027692
318	0.04634155563
319	0.0462760832
320	0.04621350851
321	0.04612567402
322	0.04606108646
323	0.04600344101
324	0.04594319091
325	0.04588664577
326	0.04583161668
327	0.04578364338
328	0.04572615613
329	0.04567070783
330	0.0456004258
331	0.04556125332
332	0.04549183488
333	0.04541888073
334	0.04536058094
335	0.04529466339
336	0.04522895723
337	0.04514670453
338	0.04507775385
339	0.04502337149
340	0.04497072737
341	0.04492322148
342	0.04485470476
343	0.04479717187
344	0.0447556903
345	0.04468197931
346	0.04462190735
347	0.04455007826
348	0.04450608768
349	0.04444212692
350	0.04438625817
351	0.04432862933
352	0.04428363888
353	0.04422958633
354	0.04418082682
355	0.0441337692
356	0.0440799508
357	0.04402324447
358	0.0439790829
359	0.04391088922
360	0.04384895207
361	0.04378638776
362	0.0437140615
363	0.04364265824
364	0.04357704769
365	0.04352602466
366	0.04347078759
367	0.04340059521
368	0.04335344196
369	0.04329438176
370	0.04323750163
371	0.04317266894
372	0.04313837842
373	0.04307705233
374	0.04301257227
375	0.04295587804
376	0.04289812601
377	0.04284899179
378	0.04279998321
379	0.04274258609
380	0.04268638109
381	0.04262695078
382	0.04256361071
383	0.04249996235
384	0.04245340383
385	0.04241357385
386	0.04233828874
387	0.04227970942
388	0.04223225167
389	0.04218116424
390	0.04214067122
391	0.04207291179
392	0.04201351879
393	0.04196791405
394	0.0419320237
395	0.04190347192
396	0.0418580744
397	0.04180256414
398	0.04176311374
399	0.04171311685
400	0.04165889593
401	0.04161151912
402	0.04156761502
403	0.04150926535
404	0.0414545396
405	0.04138164801
406	0.04132739779
407	0.04128585286
408	0.04123148753
409	0.04118651736
410	0.041148609
411	0.04109967365
412	0.04104571775
413	0.04099013482
414	0.04095037209
415	0.04088816399
416	0.04085517032
417	0.04081574798
418	0.04076221615
419	0.040716018
420	0.04067413467
421	0.04062867005
422	0.04057398358
423	0.04053516802
424	0.04049429038
425	0.04043211124
426	0.04037769964
427	0.04034216892
428	0.04028593967
429	0.04023593793
430	0.04018628871
431	0.04013659069
432	0.04009572609
433	0.04005470202
434	0.04000928138
435	0.03995806873
436	0.03991587629
437	0.03987535712
438	0.03983809447
439	0.03980067554
440	0.03976662619
441	0.03972422223
442	0.03968575143
443	0.03964727963
444	0.03960513968
445	0.03956186144
446	0.03951776784
447	0.03948234393
448	0.03943992621
449	0.03939266463
450	0.03934279612
451	0.03928357332
452	0.03924354005
453	0.03921713324
454	0.03916489359
455	0.0391247643
456	0.03908665328
457	0.03905439985
458	0.03901681054
459	0.03898214824
460	0.03893860561
461	0.03890553771
462	0.03887611337
463	0.03882880792
464	0.03878489417
465	0.03875646044
466	0.03871710438
467	0.03868242916
468	0.03861806195
469	0.03857937884
470	0.0385346261
471	0.03849744235
472	0.0384717412
473	0.03841376923
474	0.03838130256
475	0.03834820233
476	0.03830485491
477	0.03826443352
478	0.03822198219
479	0.03817806419
480	0.03814237638
481	0.03810787291
482	0.03804906414
483	0.03802262704
484	0.03796733939
485	0.03793416695
486	0.03790034554
487	0.03784830874
488	0.03781237916
489	0.03776845324
490	0.03772574561
491	0.03768456596
492	0.03764959416
493	0.03761969293
494	0.03756575235
495	0.03751966611
496	0.03748323442
497	0.03744172725
498	0.03741235123
499	0.0373863909
500	0.03733953077
501	0.0373085631
502	0.03726508144
503	0.03721201528
504	0.03716170704
505	0.03712800981
506	0.03707976015
507	0.03704228822
508	0.03700450951
509	0.03696971343
510	0.03692115228
511	0.03686986435
512	0.03682760151
513	0.0367715344
514	0.03672768662
515	0.0366818602
516	0.03664364775
517	0.03660778862
518	0.03657657635
519	0.03652726816
520	0.03649113769
521	0.0364613283
522	0.03641793181
523	0.03637482222
524	0.03634616603
525	0.03631779346
526	0.03627851834
527	0.03625822185
528	0.03622044455
529	0.03619207098
530	0.0361511526
531	0.03611695978
532	0.03607838598
533	0.0360407272
534	0.03600871766
535	0.03597964624
536	0.03593214182
537	0.03589165787
538	0.03585694156
539	0.03581744268
540	0.03578312991
541	0.03575553515
542	0.03571914995
543	0.03568119481
544	0.03564255975
545	0.03561477279
546	0.03556773701
547	0.03552781562
548	0.03548037306
549	0.0354420569
550	0.03541224586
551	0.03538339128
552	0.03534673118
553	0.03530866161
554	0.03527231667
555	0.03523236899
556	0.03518789442
557	0.03514846897
558	0.03511542407
559	0.03508390472
560	0.03506328306
561	0.03502785024
562	0.03498623991
563	0.03495574158
564	0.03493095191
565	0.03489660189
566	0.03487206406
567	0.03482798985
568	0.03479285092
569	0.03475289107
570	0.03473134368
571	0.03469940334
572	0.03467704565
573	0.03464234745
574	0.03461343975
575	0.03459606505
576	0.03456651956
577	0.03453073062
578	0.03449321097
579	0.03445928342
580	0.03443129935
581	0.0343942685
582	0.03435363489
583	0.03432363471
584	0.03429260886
585	0.03426419872
586	0.03421326089
587	0.03416516621
588	0.03414217693
589	0.03410082222
590	0.03406618345
591	0.03403570271
592	0.03400782082
593	0.03397556454
594	0.03395464962
595	0.03391611906
596	0.03389065487
597	0.03386164146
598	0.03382159217
599	0.03378094656
600	0.0337527375
601	0.03371607242
602	0.03368067848
603	0.03365358589
604	0.03361905763
605	0.03359097296
606	0.03356530666
607	0.03353162472
608	0.03350305935
609	0.03348420964
610	0.03345906521
611	0.03343618805
612	0.03341450653
613	0.03338107413
614	0.03335463736
615	0.03331757744
616	0.03328179882
617	0.03325357416
618	0.0332163506
619	0.03319884703
620	0.0331705558
621	0.03314853026
622	0.03311632805
623	0.03309227431
624	0.03305719762
625	0.03303209535
626	0.03301314651
627	0.03298917646
628	0.03295541815
629	0.03292520739
630	0.03289094106
631	0.03284976961
632	0.03281680382
633	0.03278818514
634	0.03277212581
635	0.0327456534
636	0.03270728364
637	0.03268541422
638	0.03265356132
639	0.03263702711
640	0.03260613461
641	0.03258297209
642	0.03255636757
643	0.03252717917
644	0.03250144623
645	0.03247912743
646	0.03244895279
647	0.03241411359
648	0.03238462728
649	0.03235674016
650	0.03233963608
651	0.03231006825
652	0.03228398467
653	0.03224684361
654	0.03222252251
655	0.03220204126
656	0.03216781231
657	0.03214418291
658	0.03212411266
659	0.03210658628
660	0.03207638124
661	0.03205354924
662	0.03202063854
663	0.03199166249
664	0.0319557031
665	0.03193364475
666	0.03190558313
667	0.03188464358
668	0.03184705335
669	0.03182519694
670	0.0317985682
671	0.03178100153
672	0.03175785686
673	0.03173158847
674	0.03170936985
675	0.03167420767
676	0.03165115293
677	0.03162628912
678	0.03159346788
679	0.03156483939
680	0.03153327826
681	0.03150553864
682	0.0314870379
683	0.0314671169
684	0.03143638584
685	0.03141686298
686	0.0313866663
687	0.03136971723
688	0.03134701137
689	0.03132320802
690	0.0312979531
691	0.03125961645
692	0.0312369123
693	0.0312175937
694	0.03119025273
695	0.03115631233
696	0.03113780513
697	0.03112082465
698	0.03108927024
699	0.03106418287
700	0.03103822227
701	0.03101601792
702	0.03098193078
703	0.03095315044
704	0.03092620081
705	0.03089287287
706	0.0308680377
707	0.03083721514
708	0.03081152301
709	0.03078609649
710	0.03076619112
711	0.0307347598
712	0.03071684787
713	0.03068824154
714	0.03067647961
715	0.0306498653
716	0.03063814312
717	0.0306116524
718	0.03058853902
719	0.03056298962
720	0.03054679614
721	0.03052149458
722	0.03049608162
723	0.03047198652
724	0.03045289134
725	0.03042016051
726	0.0303933905
727	0.03037054711
728	0.03033412331
729	0.03030317976
730	0.0302797014
731	0.03025589187
732	0.03022107861
733	0.03019218124
734	0.03017012316
735	0.03014470669
736	0.03011597319
737	0.03009381235
738	0.03007105111
739	0.0300530661
740	0.03002564198
741	0.03000442397
742	0.02997053794
743	0.02994960811
744	0.02992142164
745	0.02989169023
746	0.02987656744
747	0.02986046868
748	0.02982955418
749	0.02980996628
750	0.02978180515
751	0.02975794787
752	0.02973945362
753	0.02970653599
754	0.02968043332
755	0.02965998848
756	0.02963988961
757	0.02961541836
758	0.02958939245
759	0.0295689702
760	0.0295494969
761	0.02953044573
762	0.02950288744
763	0.02948179409
764	0.0294544327
765	0.02943570286
766	0.0294028546
767	0.02938315565
768	0.02936149991
769	0.02934035167
770	0.02930680647
771	0.02928627481
772	0.02926620363
773	0.02923573865
774	0.02921019995
775	0.0291822403
776	0.02915751105
777	0.02913270829
778	0.02911797279
779	0.02909100447
780	0.02906161957
781	0.0290422674
782	0.02901721699
783	0.02899919803
784	0.0289803629
785	0.02895884387
786	0.02893262171
787	0.02890833624
788	0.02888045452
789	0.02886146439
790	0.02884611661
791	0.0288227113
792	0.02879440087
793	0.02877963706
794	0.02875126654
795	0.02872525756
796	0.02871151113
797	0.02868987789
798	0.0286709267
799	0.02865237192
800	0.02863014076
801	0.02861555829
802	0.02859741993
803	0.02857597999
804	0.02855553916
805	0.02852962205
806	0.02850097412
807	0.0284765552
808	0.0284523651
809	0.02843214426
810	0.02841216617
811	0.02838528664
812	0.02836138848
813	0.02834135342
814	0.02832185314
815	0.02829630559
816	0.02828079281
817	0.02825283463
818	0.02822990879
819	0.02820175122
820	0.02817312872
821	0.02815132916
822	0.02813081654
823	0.02811613209
824	0.02809004009
825	0.02806473359
826	0.02804421376
827	0.02802546139
828	0.02800025511
829	0.02797486059
830	0.02795625793
831	0.0279427805
832	0.02792401087
833	0.02790710214
834	0.02788723212
835	0.02786090059
836	0.02784776403
837	0.02783215007
838	0.02780828749
839	0.02778459465
840	0.02776030443
841	0.02774293329
842	0.02771875028
843	0.02768990008
844	0.02767100227
845	0.02764479811
846	0.02762724037
847	0.02760219878
848	0.02757819052
849	0.02756734769
850	0.02754917529
851	0.0275283852
852	0.02750730832
853	0.02748473224
854	0.02746692117
855	0.02744777162
856	0.02743423091
857	0.02741636186
858	0.02739886358
859	0.02737420324
860	0.02734928207
861	0.02733265695
862	0.0273158184
863	0.02728481171
864	0.02726858615
865	0.02724576232
866	0.02723147141
867	0.02721019022
868	0.02719244173
869	0.02716687051
870	0.02715095951
871	0.02713324874
872	0.02711479571
873	0.02709268644
874	0.02707940033
875	0.02706599654
876	0.02705085638
877	0.02703390942
878	0.02701833405
879	0.02699661026
880	0.02697740406
881	0.02696087927
882	0.02693467799
883	0.02691602464
884	0.02689841911
885	0.02687645343
886	0.02686432314
887	0.026834737
888	0.02681255878
889	0.0267961018
890	0.02678094407
891	0.02675794002
892	0.02673669671
893	0.02671879452
894	0.02668963562
895	0.02666224332
896	0.02664798368
897	0.02663590292
898	0.02662020683
899	0.02659573352
900	0.02658398304
901	0.02657207585
902	0.02655523548
903	0.02653285052
904	0.02651997402
905	0.02650009514
906	0.02647581742
907	0.02645246047
908	0.02642404279
909	0.02639586684
910	0.0263806447
911	0.02636312139
912	0.02634856417
913	0.02633780499
914	0.02631559166
915	0.02630268512
916	0.02628649331
917	0.02626618183
918	0.02623850446
919	0.02622028969
920	0.02621140641
921	0.02619746487
922	0.02618054746
923	0.02616209971
924	0.02613727882
925	0.02611043934
926	0.02609568748
927	0.02607230399
928	0.02604791133
929	0.02603597168
930	0.02601852413
931	0.02600120327
932	0.02598523054
933	0.02597044387
934	0.02595283328
935	0.02593898179
936	0.02592624095
937	0.02590319257
938	0.02587554604
939	0.02586192416
940	0.02584635492
941	0.02583298261
942	0.02581838553
943	0.02580168971
944	0.02578259055
945	0.02575417321
946	0.02572658571
947	0.02570799763
948	0.02569033719
949	0.02567439535
950	0.02565347242
951	0.02562882844
952	0.0256102873
953	0.02558997319
954	0.02557944879
955	0.02556510169
956	0.02554712414
957	0.02553627246
958	0.02552669551
959	0.02551209854
960	0.02549289917
961	0.02547396086
962	0.02545392337
963	0.02544438271
964	0.02542630079
965	0.02541182952
966	0.02539370803
967	0.0253745556
968	0.02535122609
969	0.02533672102
970	0.02533099385
971	0.02531386138
972	0.02528991871
973	0.02526802097
974	0.02524132405
975	0.02522310726
976	0.02520892859
977	0.02519541829
978	0.02518296571
979	0.02516839903
980	0.02514295385
981	0.02512418995
982	0.02511224359
983	0.02509550803
984	0.02507932871
985	0.0250607228
986	0.02503446953
987	0.02502259438
988	0.0250022506
989	0.02498244646
990	0.02496924018
991	0.02495191252
992	0.02493804223
993	0.02491824833
994	0.02489760315
995	0.02489059196
996	0.02487438791
997	0.02486255557
998	0.02484137332
999	0.02483106738
